User,Tweet,Language
PokomuStudios,"RT @4AMShower: The luckiest. Today’s smile goal: let someone know how lucky you are to have them in your life. ?

Support me making these comics at https://t.co/xoU613gTwW :)

#happy #cute #art #motivation #inspiration #inspiring #aww #friends #support #memes #depression #comics #love #scbwi https://t.co/jIZYDqujUl",en
picklemorty_,"RT @4AMShower: The luckiest. Today’s smile goal: let someone know how lucky you are to have them in your life. ?

Support me making these comics at https://t.co/xoU613gTwW :)

#happy #cute #art #motivation #inspiration #inspiring #aww #friends #support #memes #depression #comics #love #scbwi https://t.co/jIZYDqujUl",en
ccwmoon,#microbiome #guthealth #depression https://t.co/G9erXDP9Pj,en
SkypeTherapist,Online Treatment for #Depression via Skype through Online Mindfulness Therapy. Inquiries welcome. See: https://t.co/TStoYHJhnm,en
cyander264,"RT @4AMShower: The luckiest. Today’s smile goal: let someone know how lucky you are to have them in your life. ?

Support me making these comics at https://t.co/xoU613gTwW :)

#happy #cute #art #motivation #inspiration #inspiring #aww #friends #support #memes #depression #comics #love #scbwi https://t.co/jIZYDqujUl",en
FaithinIman,"RT @4AMShower: The luckiest. Today’s smile goal: let someone know how lucky you are to have them in your life. ?

Support me making these comics at https://t.co/xoU613gTwW :)

#happy #cute #art #motivation #inspiration #inspiring #aww #friends #support #memes #depression #comics #love #scbwi https://t.co/jIZYDqujUl",en
thattherealex,"RT @4AMShower: The luckiest. Today’s smile goal: let someone know how lucky you are to have them in your life. ?

Support me making these comics at https://t.co/xoU613gTwW :)

#happy #cute #art #motivation #inspiration #inspiring #aww #friends #support #memes #depression #comics #love #scbwi https://t.co/jIZYDqujUl",en
zenshitonly,We got a roomba and life is poppin I’ll never have #depression again,en
LeannSquared,"RT @4AMShower: The luckiest. Today’s smile goal: let someone know how lucky you are to have them in your life. ?

Support me making these comics at https://t.co/xoU613gTwW :)

#happy #cute #art #motivation #inspiration #inspiring #aww #friends #support #memes #depression #comics #love #scbwi https://t.co/jIZYDqujUl",en
JMHardinBoston,"RT @4AMShower: The luckiest. Today’s smile goal: let someone know how lucky you are to have them in your life. ?

Support me making these comics at https://t.co/xoU613gTwW :)

#happy #cute #art #motivation #inspiration #inspiring #aww #friends #support #memes #depression #comics #love #scbwi https://t.co/jIZYDqujUl",en
GenoGunkMain,"RT @4AMShower: The luckiest. Today’s smile goal: let someone know how lucky you are to have them in your life. ?

Support me making these comics at https://t.co/xoU613gTwW :)

#happy #cute #art #motivation #inspiration #inspiring #aww #friends #support #memes #depression #comics #love #scbwi https://t.co/jIZYDqujUl",en
PatrickWDAM,"RT @4AMShower: The luckiest. Today’s smile goal: let someone know how lucky you are to have them in your life. ?

Support me making these comics at https://t.co/xoU613gTwW :)

#happy #cute #art #motivation #inspiration #inspiring #aww #friends #support #memes #depression #comics #love #scbwi https://t.co/jIZYDqujUl",en
magicandscrews,RT @_pocketss: gotta put self-care dog here #art #comics #selfcare #depression https://t.co/F15EE1jNIG,en
jomorilha,"RT @4AMShower: The luckiest. Today’s smile goal: let someone know how lucky you are to have them in your life. ?

Support me making these comics at https://t.co/xoU613gTwW :)

#happy #cute #art #motivation #inspiration #inspiring #aww #friends #support #memes #depression #comics #love #scbwi https://t.co/jIZYDqujUl",pt
nataliedujour,"RT @4AMShower: The luckiest. Today’s smile goal: let someone know how lucky you are to have them in your life. ?

Support me making these comics at https://t.co/xoU613gTwW :)

#happy #cute #art #motivation #inspiration #inspiring #aww #friends #support #memes #depression #comics #love #scbwi https://t.co/jIZYDqujUl",en
4AMShower,"The luckiest. Today’s smile goal: let someone know how lucky you are to have them in your life. ?

Support me making these comics at https://t.co/xoU613gTwW :)

#happy #cute #art #motivation #inspiration #inspiring #aww #friends #support #memes #depression #comics #love #scbwi https://t.co/jIZYDqujUl",en
mindysharon,"RT @JAMA_current: The evidence regarding lifestyle modification (ie, #exercise and #diet) for major depressive disorder is promising, although the core symptoms of severe #depression make implementation challenging https://t.co/EaYcJAGds0",en
allentien,"#Diabetes patients should always be screened for #depression, alcohol misuse, #anxiety, other #mentaldisorder to improve health life quality ++#SharedFacts #BehavioralHealthIntegration",en
Nitro_Zeus,"RT @JAMA_current: The evidence regarding lifestyle modification (ie, #exercise and #diet) for major depressive disorder is promising, although the core symptoms of severe #depression make implementation challenging https://t.co/EaYcJAGds0",en
connect_exist,"RT @GIAging: #Depression affects more than 6.5m older Americans 65+ but there is hope. Learn about Care Partners: Bridging Families, Clinics &amp; Communities to Advance Late-Life Depression Care, funded by Archstone Foundation, in our webinar Mon 6.3 at 2p ET
Register https://t.co/rNZiYHcEtT https://t.co/npgpPVsrQP",en
shieldsy_,"RT @colleenmfarrell: Thrilled to share my first @JAMA_current essay. A personal story of my experience with #depression in medical school, and how the metaphor of diastole helped me heal. 

#meded #mentalhealth #seizediastole  

https://t.co/tJ3q2GSVNS",en
_Woman_health,#Women and #Depression Treatments In #Herbal medicine https://t.co/MghWUIUV6B,en
SkypeTherapist,Looking for therapy over Skype? Online Mindfulness Therapy for #anxiety &amp; #depression. See: https://t.co/zwIOcu4NKi,en
MedscapeStudent,Mediterranean diet may guard against late-life #depression. https://t.co/U8xPLx86yL #APAAM19,en
WheyPartyPeople,"RT @JAMA_current: The evidence regarding lifestyle modification (ie, #exercise and #diet) for major depressive disorder is promising, although the core symptoms of severe #depression make implementation challenging https://t.co/EaYcJAGds0",ja
RoccoHnk,"Me, very very very very very very very very very very very very very very very very very very very very very tired.
#tired #bored #annoying #midlife #depression #hell #unreal #notexist #TheEnd https://t.co/V4QAWpt225",de
bipolar_so,""" it's like screaming but no one can hear ?"" #bipolardisorder #depression #anxiety #OCD #Schizophrenia",en
SkypeTherapist,Learn how to use #Mindfulness to Overcome #Anxiety and #Depression. Read: https://t.co/GKSNvigM0c …. To learn more visit: Online Mindfulness Therapy via Skype for details. https://t.co/wA24wSaK62 .,en
monitor_PH,"RT @JAMA_current: The evidence regarding lifestyle modification (ie, #exercise and #diet) for major depressive disorder is promising, although the core symptoms of severe #depression make implementation challenging https://t.co/EaYcJAGds0",en
JAMA_current,"The evidence regarding lifestyle modification (ie, #exercise and #diet) for major depressive disorder is promising, although the core symptoms of severe #depression make implementation challenging https://t.co/EaYcJAGds0",en
JAMA_current,"The evidence regarding lifestyle modification (ie, #exercise and #diet) for major depressive disorder is promising, although the core symptoms of severe #depression make implementation challenging https://t.co/EaYcJAGds0",en
bipolar_so,"""Depression is feeling like you've lost something but having no clue when  or where you last had it. Then one day you realize what you lost is yourself "" #MentalHealthAwareness #depression #bipolardisorder",en
The_Melody_Mae,I was recently diagnosed with PTSD. I went to a therapist who specializes in PTSD and learned a lot about my diagnosis. I hope it helps someone. #ptsd #depression #anxiety #MentalHealthAwarenessMonth #therapy https://t.co/Dcw78qn89H https://t.co/WiWXLWRIGN,en
GriefDialogues,"RT @Grieve2Heal: Self Care for the Grieving Heart Idea 

Volunteer.

You will get your mind out of your situation for a bit and boost feel good hormones.

#selfcare #griefsupport #griefjourney #depression #moodbooster #volunteer #feelgood #makeadifference https://t.co/46M5RY8vGn",en
andi808,#sadness #sad #love #depressed #depression #alone #quotes #mood #l #broken #cry #sadquotes #lonely #sadedits #life #heartbroken #follow #crying #like #pain #brokenheart #art #aesthetic #hate #tears #hurt #sadvideos… https://t.co/7z85dVzIFx,en
bumdorry,"RT @lord_kubols: Whatever happens, please don't do it. #Suicide does not end #depression, it only passes it on to multiple recipients. @Omojuwa
@DrJoeAbah
I did this drawing as my own way of saying 'please don't do it'. Please, stay alive

Please help retweet. 

#depression #suicide #pain https://t.co/ARrhPfViHk",en
ElRecoRamon,If there was no such word as mental illness what would you call it? How would you express it? What type of help would you get? Dua! #mentalhealth #mentalillness #depression #alteredstate #anxiety #depersonalization… https://t.co/4S5QeYU3Sd,en
Vanessaassenv01,"“You’re only one bike ride away from a good mood.
blackdoginst #depression #anxiety https://t.co/mdJ9fxmI4j",en
SS_Final,Try to keep up with social activities even if you don’t feel like it. It'll help with #depression,en
MentalHlthAware,"#MentalHealthStigma #Stigma #InvisibleIllness #ButYouDontLookSick
#ItsGoodToTalk #DontSufferInSilence #MentalHealthAwareness #Depression #Anxiety #BiPolar #Stress  #PTSD #SelfDoubt  #schizophrenia #MentalHealth #Suicide #EndTheStigma  #DepressionQuotes #AnxietyAwareness ?? https://t.co/NJcHdyvCee",en
HappyHopkins,RT @TaviAndPort: It will be interesting to hear this afternoon how #NICE is proposing to improve the #depression guidelines to better meet the needs of 10 million people in the UK who will experience symptoms. So proud of Dr Rost for gathering support from across the field and getting this far. https://t.co/CDTEhIdZVR,en
powerjen11,RT @HealthistaTV: Feeling down in the dumps? Actor and yoga expert Maude Hirst  takes you on a 10 minute guided meditation for depression @maudehirst https://t.co/yklPpL5upj #depression #lowmood #meditate #relax #calm #health #FeelGoodFriday https://t.co/gJHFrklgha,en-gb
SkypeTherapist,Online Mindfulness Therapy for #Anxiety &amp; #Depression - Using Skype for therapy sessions. See: https://t.co/igVrcDupyp,en
WAI_Alzheimers,"RT @LEAD_Coalition: Did you know that #dementia #caregivers experience higher rates of #depression than all other caregivers? Learn to recognize the 10 warning signs of caregiver stress: https://t.co/jwSQH95amv MT @AlzheimerSK 

#Alzheimers #caregiving  #MentalHealthAwareness #mentalhealth https://t.co/ST4dsMPAjm",en
allentien,"https://t.co/UQ0ROPnifm 

#Depression
#UniversalScreening
#UniversalTreatment

..#SharedFacts",en
SkypeTherapist,Skype Counseling Online for #Anxiety and #Depression. Go to: https://t.co/qr2jkNF5NL,en
margymaclibrary,"RT @kirstendewar: An issue close to my heart as someone who has suffered from #burnout and #depression during my career as a #journalist. I am so proud that @Dataminr has sponsored this podcast by @journalismnews. Give it a listen. #MentalHealth 
https://t.co/xRG5XuxtOt",en
coachdanalucas,"#ThankYou, @HeatherMatarazz.  #Childhood #depression and #Anxiety is so very common.  Probably more common than not, actually.  Your words help!  #MentalHealth #MentalIllness #SuicidePrevention #ChildhoodDepression https://t.co/PkhboacoC7",en
ozcanfkrt,Hay anan? s.... depresyona giricektim unuttum. #depression #depresyon,en
lilmiss_korra,#writersofinstagram #WritingCommunity #writerscommunity #writerslife #Writer #SayNoToRacism #saynotosuicide #depression #DepressionAndMe #82writes #issues #art #artistsontwitter https://t.co/4S2fJSS0ME,en
DraExtrana,"RT @AllenFrancesMD: At long last, a vivid ECT story that gets everything just right.

Corrects awful movie stereotypes &amp; misleading critics.

ECT definitely my 1st choice for me if ever I develop severe #depression

Must read for clinicians/patients/families/armchair critics.
https://t.co/xXEU9NkvQO",es
_EquanimityMind,"""Physical fear is totally different from the fear of losing what you have, the fear of not getting what you want. You call this psychological fear.""

~U.G. Krishnamurti
.
#philosophy  #innergrowth #psyche #nietzsche #depression #anxiety #neurosis  #nihilism #meaning  #amorfati https://t.co/iTxI0l0ZJU",en
PamPeekeMD,"28 Before &amp; After Bedroom Photos of People Who Suffer from #depression - @boredpanda ""Depression can be misinterpreted as being lazy when in reality the mental toll is so debilitating that a simple task - cleaning one's room - becomes overwhelming"" https://t.co/ijcULtLG6D https://t.co/TLPIxCpT9G",en
1in5minds,"As a #parent, it’s critical that you stay on the lookout for changes in your child’s appearance, grades, and interests, which could be signs of #depression. https://t.co/u9PyBofFTp #suicideprevention #MentalHealthAwarenessMonth https://t.co/nQVNzznhIc",en
SkypeTherapist,Speak with an Online Therapist via Skype for #Anxiety and #Depression. Contact me to learn more. See: https://t.co/1eqHO374bW,en
Kaz8028,"#mentalhealth #depression #anxiety 
??? T H R E A D ? ? ? 
??????????????? https://t.co/Iocb9JI1BX",en
cdf10a,"RT @drterrimd: parents should provide regular opportunities for connecting and making sure they’re modeling good priorities for mental health through their own behavior. 
#mentalhealth #mentalhealthawareness #anxiety #depression #selfcare #selflove #health #mentalillness #recovery https://t.co/ezb9L4lcaF",en
G_Whiteford,"Mental illness is not a choice, but recovery is #mentalhealth #MentalHealthAwareness #thestruggleisreal #bipolar #ptsd #anxiety #stress #depression",en
Kathryn_Lock_,On My #Mind: #Self-care #strategies for #young #people with #anxiety or #depression https://t.co/qRmjkBWeil,en
SkypeTherapist,Mindfulness-based Skype Therapy Sessions for Overcoming #Anxiety and #Depression. Go to: https://t.co/UXlVWfMSbM #mindfulness,en
CallmeKristi_,"RT @RealAnxietyMan: How old were you when you had your first episode of depression and/or anxiety?

#mentalhealth #FridayFeeling #FridayThoughts #depression",en
_EquanimityMind,"“My formula for greatness in a human being is amor fati: that one wants nothing to be different, not forward, not backward, not in all eternity. Not merely bear what is necessary, still less conceal it… but love it.” ~ Fredrich Nietzsche
.
#depression #isolation #amorfati https://t.co/Ocgo96alGj",en
Ollivander13,"RT @RealAnxietyMan: How old were you when you had your first episode of depression and/or anxiety?

#mentalhealth #FridayFeeling #FridayThoughts #depression",en
stepford115,"RT @Dolormarie: #Love #faith #hope #spirituality 
#mentalhealth #depression #MentalHealthAwareness #MentalHealthMatters #InspirationalQuotes #inspirational #author 

Amazon Author's Page
https://t.co/DWJJ0rmNcY https://t.co/dSpBedY2pf",en
DonaldJFeliceJ1,"RT @VoiceDepression: #NFL Hall of Famer @BrianDawkins in a candid conversation about #depression, #suicidal thoughts, #faith and #friendship . Please RT to spread Brian's powerful message. https://t.co/PQHZ9EYd9h
#Philadelphia #Eagles #masculine #strength #YouAreNotAlone @RealDGunnNBCS #recovery https://t.co/WtKo365Z2X",en
fosta1686,Dear depression PT2 #depression #MentalHealthAwareness #pain I’m not trying to end my life. This isn’t a suicide note. Just my way of expressing myself. https://t.co/VJeBmink1V,en
SS_Final,Challenge negative thinking. Let's end #depression together,en
_EquanimityMind,"“Only great pain is the ultimate liberator of the spirit….I doubt that such pain makes us ‘better’; but I know that it makes us more profound.” ~Fredrich Nietzsche 
.
#anxiety #philosophy #mentalhealth #meditation #depression #isolation #amorfati #healing #nihilism #purpose https://t.co/IklxHbackN",en
lopezgovlaw,"#MentalHealthMonth RT @VibraHealth: #Depression is common after #stroke, affecting between 1/3-2/3 of survivors. Learn how to recognize the signs of de… https://t.co/zib5WV4KGV",en
fosta1686,Dear depression pt 1 #depression #MentalHealthAwareness #pain https://t.co/ThJGygGmfg,en
_EquanimityMind,"“You have your way. I have my way. As for the right way, the correct way, and the only way, it does not exist.”

~Friedrich Nietzsche
.
#anxiety #philosophy #mentalhealth #meditation #depression #isolation #amorfati #healing #nihilism #purpose #Nietzsche  #catastrophicthinking https://t.co/4yKd5LsFu8",en
CrismonUTCOP,"RT @JClinPsychiatry: Although depression guidelines discourage monotherapy w/ #benzodiazepines, patients w/ #depression continue to receive benzodiazepine monotherapy. This study evaluates prevalence &amp; predictors of benzos in these patients. https://t.co/tt93dJmZgi
@The_BMC @NEOMEDedu @UHhospitals https://t.co/kkC3oHMW2a",en
VibraHealth,"#Depression is common after #stroke, affecting between 1/3-2/3 of survivors. Learn how to recognize the signs of depression in your loved one and how you can help: https://t.co/WePCIx8cH8
---
#StrokeMonth #4Mind4Body #MentalHealthMonth",en
RealAnxietyMan,"How old were you when you had your first episode of depression and/or anxiety?

#mentalhealth #FridayFeeling #FridayThoughts #depression",en
_EquanimityMind,"“For now he will have to descend into the depths of existence with a string of curious questions on his lips: Why do I live? What lesson have I learned from life? How do I become what I am and why do I suffer from being what I am?” ~Fredrich Nietzsche 
.
#depression  #anxiety https://t.co/PIzqoualDH",en
ididitucan,"? Living with acute depression ?
RETWEET SHARE SUPPORT DONATE
@Pet1970bun #Depression #Help #Support #Donate #ididitucan #CrowdFund #Crowdfunding @Gofundme #Gofundme #Fundraising
??
SUPPORT
??
https://t.co/mLjx13CkPh https://t.co/YmTDVI5C3X",en
NaomiMpls,"RT @THWofD: It's #MentalHealthAwarenessMonth and with our show, we aim to make #depression less scary and laughing about it when we can.

Support the show with whatever amount is right for you by May 31 and we’ll send you a THWoD enamel pin: https://t.co/WoMTRRTxzP https://t.co/mq31f5HopR",en
newlandfarm,"RT @CornishMutual: ? G U E S T  B L O G ?

'Suzie Wilkinson, Coordinator of the Farming Community Network (FCN) in Somerset, says farmers face unique challenges, but help is out there to help you tackle #stress or #depression.'

Read more here; https://t.co/Kin7XPwEKM #guestblog #farming https://t.co/7WCNlQM4dC",en-gb
DrJasonRamsay,"RT @JettPsych: With high stress, anxiety and depression, 40 per cent of Canadian farmers uneasy about seeking help! https://t.co/9FMScb8xG4 #UoG #research #mentalhealth #farmers #anxiety #depression",en
ibarreche60,"RT @AllenFrancesMD: At long last, a vivid ECT story that gets everything just right.

Corrects awful movie stereotypes &amp; misleading critics.

ECT definitely my 1st choice for me if ever I develop severe #depression

Must read for clinicians/patients/families/armchair critics.
https://t.co/xXEU9NkvQO",es
matt_dero,$18 worth of gas gives me a quarter tank #depression,en
Dheomodi,#vorbei #depression https://t.co/ZX6OTz9wal,de
SkypeTherapist,Online Mindfulness-based Cognitive Behavioral Therapy via Skype for recovery from anxiety and depression. Email me to get started. Go to: https://t.co/ef9Dj6pAdu #onlinetherapy #anxiety #depression #CBT,en
Poised_One,RT @JanuaryEmily: Everyone's posting pictures abt their daughters finishing jr high with 4.0s &amp; awards. My daughter is finishing as best she can: we've been managing her mental health in crisis mode since January. It's okay just to be okay. #survivingjuniorhigh #motherhood #depression #adolescence,en
sanctuary_noor,RT @talk_lpool: Our courses can help you feel better straight away by giving you information about #depression and #anxiety and showing you useful techniques to help you overcome your problems. You won’t have to speak in front of others if you don’t want to. #wellbeing https://t.co/ItJ5U9SohQ https://t.co/vdLOX1j7hk,en
_EquanimityMind,"“What if pleasure and displeasure were so tied together that whoever wanted to have as much as possible of one must also have as much as possible of the other.""
.
~Friedrich Nietzsche
.
#depression #carljung #philosophy #shadow #individuation #psyche #nietzsche #nihilism https://t.co/XQ4rqw28vs",en
LifeAdvancer,What Is Eckhart Tolle’s Pain Body and How It Can Help You Heal https://t.co/2Hzz4CL1jp #behavior #depression #eckharttolle #emotions #healing #inspiration #mentalhealth #quotes #relationships #selfimprovement via @lifeadvancer,en
gina_capobianco,"RT @RecoveryLetters: The beauty and power of our letters never ceases to move me. 

Here's an extract from Andrew's letter.

#depression #therecoveryletters
#mentalhealth #hope #recovery 

https://t.co/fSpQytVOY9 https://t.co/1un3viLTV7",en
blogmhad,"New blog online #mentalhealth #anxiety #bpd
#depression https://t.co/HH94VxyCOd https://t.co/wyrTtRDrUR",en
Fadinha28,"RT @dedrey_nrs: Never allow it to take over your life
Talk to someone
Talk to a colleague 
Talk to an expert 
Talk about your #depression
Don't keep or die in silence #DepressionIsReal https://t.co/WVIfU99VXf",en
BekaLombardo,#KeepTalkingMH #suicideprevention #MentalHealthAwarenessMonth #blogger #podcast #anxiety #mentalillness #mentalhealth #depression https://t.co/qHfH6kwUfp,en
Fadinha28,"RT @WHO: ""#MentalHealth conditions are on the rise in every country in the ?.
Nearly a billion people are affected by a mental health condition.
#Depression is one of the leading causes of disability.
#Suicide is the 2nd leading cause of death among 15 to 29-year-olds""-@DrTedros #WHA72 https://t.co/dl7CVDBaaM",en
NpStartUp,What Is Depression? And How Can You Help? #TEDEd #depression #help #mentalhealthawareness https://t.co/jCWA9viEZ9,en
Karen411634861,"RT @RecoveryLetters: The beauty and power of our letters never ceases to move me. 

Here's an extract from Andrew's letter.

#depression #therecoveryletters
#mentalhealth #hope #recovery 

https://t.co/fSpQytVOY9 https://t.co/1un3viLTV7",en-GB
SkypeTherapist,"#Mindfulness training provides one of the most effective ways of healing chronic #anxiety and #depression. Learn how to apply mindfulness for healing the mind.
Visit: Online Mindfulness Therapy https://t.co/wA24wSaK62",en
wildfoxtherapy,"A slightly more technical article about the link between #stress, #depression &amp; cardiovascular disease.
It's  VITAL that we learn  to manage our stress levels with #meditation, #mindfulness, etc
With depression, just a little stress stymies blood vessels https://t.co/PbtAp4vmid https://t.co/yoNPwv3EgB",en
blackshotgun55,"If this shirt ain't me idk what is
.
.
.
.
.
.
.
.
.

#trans #transman #transgender #selfmademan #agender #testesterone #lgbt #lgbtq? #lgbtq #penguin #imdepressed #teeko #jackbox #customshirt #depression #funny https://t.co/pMLzyNf6JY",en
RtoRorg,"The Unexpected Way Life Changed After My Depression Diagnosis #MentalHealthAwarenessMonth #depression 
https://t.co/COFbfNvPI1 https://t.co/i5szizpb7j",en
SkypeTherapist,Skype with a psychotherapist online for #anxiety and #depression. Visit: https://t.co/Fub5fNjF0F,en
NanJonesAuthor,"I want my song to drift between earth's pain and heavens blessings, too. @NanJonesAuthor #Depression ##BeyondTheVeil #WhereIsGod https://t.co/MTV0LBi6Iw",en
AmandaBlind1,"—-God bless you all and I can’t tell you how thankful I am to have Twitter family as wonderful as all of you.???
#ChronicPain #ChronicIllness #Depression #IBS #MentalIllness #NeverAlone #TwitterFamily #Fibromyalgia",en
KW_Writes,What To Do When You Can’t Even With #Parenting https://t.co/iQ2dwOSAyu by Kelly Wilson at Sweatpants &amp; Coffee #depression #kids #family https://t.co/V8a1YMlslM,en
_EquanimityMind,"""In pain there is as much wisdom as in pleasure: like the latter it is one of the best self preservatives of a species.""

~Friedrich Nietzsche
.
#depression #carljung #innerpower #health #spirituality #psychology #philosophy #spiritual #anima #animus #projection #shadow https://t.co/hDgnwHT265",en
Saljo11,"Today, I share this in the name of #Mentalhealth. Having experienced  #abuse has resulted in a life time of #anxiety, #depression. #ptsd and  feelings of #powerlessness. PLEASE help me take the power back by RETWEETING and helping me #MakeADifference! https://t.co/auU5FENKXI",en
jasmine_rigby95,"RT @SheldonsBar: Don't forget to show your support at KevFest this Sunday!
It's going to be a great day for all the family.
#mentalhealthmatters #mindfullness #anxiety #depression https://t.co/jNZzsSeWwO",en
Saintz11_,"""-Dwayne ""The Rock"" Johnson"" ??
#mentalhealthwarrior #mindfulness #mentalillness #mentalhealth #depressionkills #depressionsupport #depression #anxiety #bipolar #mentalhealthawareness #suicideprevention… https://t.co/SWzDHTAv6e",en
JamesWaltonSG,"RT @BeanMhi: Really enjoyed Terry Hall of @TheSpecials chatting with @maryannehobbs
Fantastic and surprising mix of music selection... The Doors to David Cassidy... 
Really honest sharing about #depression and #MentalHealth 
#MentalHealthAwarenessMonth https://t.co/iO4CkEWHjG",en
SS_Final,"Socialize with positive people, it'll help with #depression",en
SingsongRaptor,RT @APainPrincess: “I was a teenager when I had my first taste of steroids. Everyone around me was so focussed on the physical aspects of my disease that the emotional wreckage brought about was brushed aside as unimportant.” https://t.co/zmSkgzhw1F @AChVoice #chronicillness #autoimmune #depression,en
oblarsen,"RT @efficacycbt: When your perception of yourself is negative, it can lead to an overwhelming feeling of low self-worth; and you may find yourself thinking that you’re not good enough. It doesn't have to be that way. CBT can help. Call us on 0207 929 7911
#selfesteem #CBT #Efficacy #depression https://t.co/0pces36dZM",en
maggs3270,2. Not related to the seasons. Sometimes it's summer. #depression,en
Kyle2uMental,RT @Beccaxgardner: When you actually look forward to bed but you know you're mind maybe playing tricks on you. #waitinggame #sleep #MentalHealth #anxiety #depression #tricks,en
WARRIORWOMANJE,"RT @FibroPetition: #Fibromyalgia #MECFS #CFS #ChronicPain #Chronicillness #Anxiety #Depression #IBS #Endometriosis #Costochondritis #Spoonies #StrongerTogether #UK #NotAllDisabilitiesAreVisible 
#FibromyalgiaAwarenessMonth
#WeNeedACure
PLEASE RT ?

https://t.co/cTMFNaoVVG",en
scott_ketner,"RT @VoiceDepression: #NFL Hall of Famer @BrianDawkins in a candid conversation about #depression, #suicidal thoughts, #faith and #friendship . Please RT to spread Brian's powerful message. https://t.co/PQHZ9EYd9h
#Philadelphia #Eagles #masculine #strength #YouAreNotAlone @RealDGunnNBCS #recovery https://t.co/WtKo365Z2X",en
TheRealJuanJB,"RT @THWofD: It's #MentalHealthAwarenessMonth and with our show, we aim to make #depression less scary and laughing about it when we can.

Support the show with whatever amount is right for you by May 31 and we’ll send you a THWoD enamel pin: https://t.co/WoMTRRTxzP https://t.co/mq31f5HopR",en
Beccaxgardner,When you actually look forward to bed but you know you're mind maybe playing tricks on you. #waitinggame #sleep #MentalHealth #anxiety #depression #tricks,en
depressionroad1,"Do parents know if their #child is suffering from #depression? Early sings are hard to detect.
Read my story a judge for yourself.
#DRoad
https://t.co/r6DfCBO0rw",en
maggs3270,"I have been waiting 37 years for science to answer the question, why do the length of depressive periods differ for everyone and why is it a predictable length of time? My natural cycle last 6 months without intervention, always #depression https://t.co/RZ98F75MCR",en
RWhiteAuthor,RT @digitalbookgirl: Shattered Glass by Richard White at https://t.co/ZsBKWWOIqn from @RWhiteAuthor #Kindle #eBooks #Books #Inspirational #Poetry #Depression #InspirationalPoetry #PoetryCollection #DarkPoetry #MentalHealth #Depression #Anxiety #PTSD #Addiction #Read #Free on #KindleUnlimited https://t.co/CKCmw6iEW6,en
samm_designs,"RT @maxollieandme: mindful lavender sachet, get well present, #anxiety thinking of you gift, #selfcare reminder, #depression #mindfulness relaxation https://t.co/2w7mIVE0gW @Etsy #handmade #Etsy #CraftHour #womaninbiz #craft #gift #handmadehour #Friyay #artisanUK #UKCraft #ukcraftershour #crafthour",en
daysendstudio,#keeptruckin #keepfighting #youarenotalone #anxiety #depression #mentalhealthawareness #heyyou https://t.co/gcBDVtwA9D,en
MHIIR_14,"RT @MHIIR_14: #mentalillness and Invalidating feelings

#mentalhealth #MentalHealthAwareness #depression #anxiety #bipolar #Schizophrenia #BPD #EUPD #AVPD #OCPD #PND #PPD #dissociativeidentitydisorder #SchizoaffectiveDisorder #EatingDisorder #ptsd #CPTSD #OCD #BDD #bfrb #AndManyMore @MHIIR_14 https://t.co/aTy0O1lLcF",en
MHIIR_14,"RT @MHIIR_14: #mentalillness and Invalidating feelings

#mentalhealth #MentalHealthAwareness #depression #anxiety #bipolar #Schizophrenia #BPD #EUPD #AVPD #OCPD #PND #PPD #dissociativeidentitydisorder #SchizoaffectiveDisorder #EatingDisorder #ptsd #CPTSD #OCD #BDD #bfrb #AndManyMore @MHIIR_14 https://t.co/aTy0O1lLcF",en
FibroPetition,"#Fibromyalgia #MECFS #CFS #ChronicPain #Chronicillness #Anxiety #Depression #IBS #Endometriosis #Costochondritis #Spoonies #StrongerTogether #UK #NotAllDisabilitiesAreVisible 
#FibromyalgiaAwarenessMonth
#WeNeedACure
PLEASE RT ?

https://t.co/cTMFNaoVVG",en
allentien,US Preventive Services Task Force endorses #Depression Screening During and After #Pregnancy https://t.co/M7zzLJpAqf https://t.co/DHqReZ35fe ++#SharedFacts,en
FTSImKMSing,"RT @_EquanimityMind: Feel free to checkout my ebook on Catastrophic thinking. Even if you have just anxiety or depression, I believe this book will help you. This ebook is free.
.
Get a copy here: ~ https://t.co/HDK6FifNXM
.
#catastrophicthinking #anxiety #depression #anxious #worry #fear #anxiety https://t.co/5zNgA3kWhx",en
shansiddiqi,RT @foxmdphd: Congrats ?@shansiddiqi? of ?@BIDMChealth? for winning the 2019 Stanley Cobb Award from the Boston Society for his work on symptom-specific TMS targets for #depression. https://t.co/hift8J1XJF,en
mariopedrogould,"Mood Therapy: Experience the Joy of FEELING GOOD!

Full video at https://t.co/ptnhqUrptp

#Confidence
#Happiness 
#Fear
#Anxiety
#Depression
#Mindset
#Positivity
#Success https://t.co/Tuo3HwIbVF",en
_EquanimityMind,"Feel free to checkout my ebook on Catastrophic thinking. Even if you have just anxiety or depression, I believe this book will help you. This ebook is free.
.
Get a copy here: ~ https://t.co/HDK6FifNXM
.
#catastrophicthinking #anxiety #depression #anxious #worry #fear #anxiety https://t.co/5zNgA3kWhx",en
dkhursandi,RT @allentien: Over 10% of #medical students have #suicidalideation and nearly 30% have #depression (and similar for #residents): https://t.co/zq54S12mLQ ++#SharedFacts #SuicidePrevention,en
