User,Tweet,Language,Location
pinkren,"RT @PsychTimes: New genes linked with #bipolar disorder, predominant polarity guides diagnosis and treatment, affective temperaments explain life  events—these are some of the latest findings in #mentalhealth #MentalHealthAwareness https://t.co/lNceQvBqwU https://t.co/cKWugeMp2m",en,Schrödinger's box
BipolarPanda87,"@TheShr1nk The accuracy in this statement. I also strongly dislike that statement, “It’s all in your head.”    Yes, that’s where my brain is located so I guess that’s true but the physical side effects of #bipolar and #mentalillness make it more than “It’s all in you head.”",en,"Fort Wayne, IN"
LoobyELou,"RT @PsychTimes: New genes linked with #bipolar disorder, predominant polarity guides diagnosis and treatment, affective temperaments explain life  events—these are some of the latest findings in #mentalhealth #MentalHealthAwareness https://t.co/lNceQvBqwU https://t.co/cKWugeMp2m",en,Staffordshire 
sparksupportHQ,"Things may still be tough sometime, but you should be extremely proud of everything you have overcome ??@katieabey #MentalHealthAwarenessMonth #mentalhealth #mentalillness #depression #anxiety #bipolar #Schizophrenia #BPD #PTSD #EUPD #OCD #support #peersupport #health #hope https://t.co/qrMG2GyEee",en,UK
SharrCharFarr,"Exactly this ...
@mistahislah good point ???
#mentalhealthawareness #everyonesmentalhealthmatters #depression #anxiety #autism #bipolar #personalitydisorders #schizophrenia #adhd #add… https://t.co/j0c27F0r3c",en,Birmingham
PsychTimes,"New genes linked with #bipolar disorder, predominant polarity guides diagnosis and treatment, affective temperaments explain life  events—these are some of the latest findings in #mentalhealth #MentalHealthAwareness https://t.co/lNceQvBqwU https://t.co/cKWugeMp2m",en,"Norwalk, CT"
HPFT_NHS,RT @CahillT1: Our Council of Governors @HPFT_NHS kicks off with A sharing her experience from the time she first became unwell #anxiety #depression #bipolar and her journey finding the best support and treatment for her. Pleased to hear how supportive our colleagues were/are in her recovery. https://t.co/JtKa5HoJww,en,"Herts, Norfolk, North Essex"
SingleMomsTales,Thank you to everyone for your comments and messages over the past few days. All of your support has meant more to me than you will ever know. My daughter has a tough road ahead of her but she is a fighter. #bipolardisorder #bipolar #MentalHealthAwarenessMonth,en,Right where I’m supposed to be
dienanggita,RT @wiznu_adjie: #monkeytomillionaire #bipolar #dcdcmusikkita https://t.co/CCBKQFcurl,en,B & AD
OyonErol,RT @wiznu_adjie: #monkeytomillionaire #bipolar #dcdcmusikkita https://t.co/CCBKQFcurl,en,"Binjai, North Sumatera."
wiznu_adjie,#monkeytomillionaire #bipolar #dcdcmusikkita https://t.co/CCBKQFcurl,en,"Jakarta, Indonesia"
CahillT1,Our Council of Governors @HPFT_NHS kicks off with A sharing her experience from the time she first became unwell #anxiety #depression #bipolar and her journey finding the best support and treatment for her. Pleased to hear how supportive our colleagues were/are in her recovery. https://t.co/JtKa5HoJww,en,Herts 
BeyondYourPast,"A bipolar life - He spent many years making mud pies in a slum, but no more!  Guest Blogger @costlylovewins https://t.co/xslE0qfrx6 #MentalHealth #Blog #Bipolar https://t.co/E9JP0cxdBW",en,USA
EmilyAnneFaulk1,"Mannnn I've been going THROUGH IT. Being manic sucks.
#bipolar #mentalhealthawareness #LetsHaveAConvo",en,"Wisconsin, USA"
thesecretpsych,"RT @bbcasiannetwork: Is there a stigma of #bipolar in the South Asian community?

This week @mobeen_azhar is busting taboos about #mentalhealth https://t.co/AGZfekTL5e",en,On a motivational rainbow
JulianCampbellF,#mentalhealth #mentalillness #mentalhealthawareness #anxiety #mentalhealthmatters #depression #recovery #bipolar #selfcare #suicide #anorexia #suicideprevention #bulimia #eatingdisorder #mindfulness #bpd #depressionrecovery ?#fundraising #causes #donate #youthwellbeingmovement https://t.co/90U4fEK3AT,en,"London, England"
timfogliano,"Explore the symptoms of  #Bipolar #Mania and protect yourself from bipolar #disease which actually related to changes in #mood. #depression #Excited #moody #Psychiatry 
https://t.co/rhVhwMzuip https://t.co/Bg5De2MJnM",en,New
Staceylg25,@loosewomen #LooseWomen #DestructionTherapy I think this is a great idea &amp; I know that for me it really works!!! I have #bipolar &amp; I've found that when feelings build up &amp; i need to feel a release - i have a habit of smashing selfie sticks to pieces! Makes me feel much better! ?,en,"England, United Kingdom"
blancoxjaronda,"RT @Jaryoficial: #JaryArmy en menos de una semana logramos superar el millón de reproducciones de #Bipolar en mi canal oficial de @YouTubeMéxico, gracias por apoyarme siempre en todo momento! Vamos por los 2 millones!

https://t.co/jX88ZvwlUj",es,CDMX
Suplacu,"@tuitermann La critica #bipolar con RMadrid no tiene posibilidad de cambiar por que lo que #vende es la POLEMICA e #intoxicar al Club!!!!
Ese es el pago de ser el Club mas grande y #mediatico del MUNDO, no hay otra posible solusion!!!!",es,edinburgogordito@hotmail.com
benitocekah,"Enqto aguardo para fazer um raio-x, observo as pessoas. Imagino personagens de meus escritos. Penso q alguns são tristes. Mas eu ando cheiroso e arrumado e minha vida é uma zona. Aparências... #depressao #bipolar #escritores",pt,"Rio de Janeiro, Brasil"
AlanNavarruki,"RT @Jaryoficial: #JaryArmy en menos de una semana logramos superar el millón de reproducciones de #Bipolar en mi canal oficial de @YouTubeMéxico, gracias por apoyarme siempre en todo momento! Vamos por los 2 millones!

https://t.co/jX88ZvwlUj",es,"Guadalajara, Jalisco"
MedItOnline,"[Slideshow] Read 8 new findings in #bipolar research - New genes linked with #bipolardisorder, predominant polarity guides diagnosis and treatment, affective temperaments explain life events, and other developments. #psych #FOAMed #BPD https://t.co/5eveddGgnQ",en,"Dublin, Ireland"
charyonne,"RT @oasis_specialty: There are different types of Depression which vary in severity, duration and triggers. Here are some types of depression..

#OMHL #Depression #DepressionKe #Bipolar #SAD #Dysthymia #PPD #MDD #mentalhealthke
#MentalHealthAwarenessMonth https://t.co/j7WyXovzza",en,"Nakuru, Kenya"
NRPessa,"RT @harleygurlHOGan: He’s a man full of talent; a man of courage &amp; wisdom.  He reaches out to help others because he’s been there himself.  Now he’s ready to share his story.. w/the world!!!
Stay tuned.. book release date coming soon!! @MauriceBenard #bookrelease #storyofmylife #mentalhealth #bipolar https://t.co/jhDLAiuszY",en,"Georgia, USA"
RebeccaLee83,"RT @Melsbells78: I’ll listen to it, if you will too. #SickNotWeak #scars #insideandout #mytrauma #Survivor #MentalHealthMatters #Mentalillness #ptsd #bpd #gad #bipolar #imjustme #damaged #KeepTalkingMH https://t.co/csOhkeqYFc",en,"Toronto, Ontario"
HotChocLMWB,"It's all, SMOKE &amp; MIRRORS!

?????

Don't be fooled!
If worried.... ASK!

#mentalhealthaware #mentalhealthweek #mentalhealthawarenessmonth #mentalhealthawarenessweek 
#bipolar #bipolarstories #depression #anxiety… https://t.co/lFVITXBep8",en,Australia
Elints22,"4/4.Earlier diagnosed with both #bipolar and #adhd but they say I can't have both.
The thing is if you break a leg you get help immidietly.
When it comes to mental illness it feels like it's not so important. we always have to wait for treatment.",en,Norway
TPLaneTube,#mentalhealthawareness #mentalhealthawarenessmonth #mentalhealth #mentalhealthweek #mentalhealthawarenessweek #friends #friend #strong #strongwomen #strongman #london #tfl #ocd #depression #anxiety #bipolar… https://t.co/aFQof6wmrq,en,Turnpike Lane Station
EducatingPeta,RT @AmraPajalic: Was privileged to be interviewed @3CR's @publishedornot program together with @wayneamarshall1. Thank you David McLean for your insightful reading of my book Things Nobody Knows But Me. https://t.co/oWGMcO1bTl #memoir #bipolar #thingsnobodyknowsbutme @transitlounge2,en,"Melbourne, Victoria"
hellopollyanna,RT @AmraPajalic: Was privileged to be interviewed @3CR's @publishedornot program together with @wayneamarshall1. Thank you David McLean for your insightful reading of my book Things Nobody Knows But Me. https://t.co/oWGMcO1bTl #memoir #bipolar #thingsnobodyknowsbutme @transitlounge2,en,"Melbourne, Victoria"
walkofhope99,"RT @for_meagan: At the zoo in 2012. She's wearing a smiley face shirt and smiling

4 years later, it all changed

8 suicide attempts, 6 hospitalizations

Never know do you?

#MentalHealthAwarenessWeek
#MentalHealthAwareness #mentalillness #Depression #PTSD #TBI #bipolar #MentalHealth 
#LPFAMILY https://t.co/7EPN4uIxhu",en,derby
yahwehz_own,"Be kind to yourself!!! ??? 

Day 4 - International #mentalhealthawareness week 

----
#YahwehzOwn #DepressionHelp #Anxiety 
#MentalHealth #chooseday #tuesdaythoughts
#positivevibes #bipolar #tbt 
#quotes #lifestyle #ptsd #bipolardisorder https://t.co/DZZFRpCVOc",en,South Africa
dansumption,RT @dansumption: When you go through old photos &amp; find a postcard you sent to Alan Moore &amp; Melinda Gebbie when you were #manic 6 months ago. #bipolar https://t.co/hGTfumX9Li,en,Crookesmoon
EpianRose,"RT @skitzarella: Welp..that little med experiment is a fail
I was trying to not be on a bunch of meds..ya know .... feel good and your like..""I'm fine dont need a bunch of pills""
Hard time functioning at all rn

It should only be about two weeks b4 prozac kicks back in

#Bipolar #Mentalillness",en,United States
EpianRose,"RT @jesdeh2o: ?Eat
?Write 

I couldn't get to the dishes. My back is killing me. 1 full day without naproxen &amp; I feel like im dying

#bipolar #anxiety #mentalhealth",en,United States
EpianRose,"RT @jesdeh2o: write over 500 words
?Rsn sprints

No editing but that's on tomorrow's list.

#bipolar #maywritingchallenge",en,United States
EpianRose,"RT @Stutakesphotos: https://t.co/6GxUu4ftq2

Really need as many as possible to back this.

#MentalHealthAwarenessWeek #MentalHealth #mentalillness #depression #anxiety #bipolar #bipolardisorder #Schizophrenia",en,United States
EpianRose,RT @myhandyhints: Your Mum putting hundreds of  tomatoes and candlesticks all round the outside of your house when you’re living on #Southwell High Street is rather embarrassing to say the least #bipolar #psychosis #schizoaffective,en,United States
mars_seven,RT @JulieBipolar: Do you agree with my #bipolar myths? 10 Top Myths About Bipolar Disorder https://t.co/Zi4lQyX50U #HealthCentral via @healthcentral,en,San Francisco
droliviadean,RT @ASBDD_EMCR: Brain age prediction reveals aberrant brain white matter in #schizophrenia and #bipolar disorder: A multi-sample diffusion tensor imaging study https://t.co/iH7KZSxlIN,en,"Geelong, Victoria"
KaikeTsU_n3kO,RT @Evil_Pillsbury: I feel lost. I always feel like I'm inferior. That I'm just a mistake. I feel so ugly both inside and out #addiction #anxiety #BPD #bipolar #depression #EUPD,en,Tu Poto
aikThiAinee,@MajidHumayun Haha..i thought u said politician!! #bipolar,en,???????
jesdeh2o,"write over 500 words
?Rsn sprints

No editing but that's on tomorrow's list.

#bipolar #maywritingchallenge",en,"Iowa, USA"
jesdeh2o,"?Eat
?Write 

I couldn't get to the dishes. My back is killing me. 1 full day without naproxen &amp; I feel like im dying

#bipolar #anxiety #mentalhealth",en,"Iowa, USA"
ChampionDevora,"Being sick sucks!?
How do I get sick at the end of spring? #NewMexico, man that's how! The #bipolar state of the U.S just the passed week we had winter summer and random showers!",en,United States
SuzBoop7,This is how it sometimes feels. #mentalillness #depression #bipolar #MarilynMonroe #art {digital art by Me} #artist #gif #life #sadness https://t.co/r2QnSPztR1,en,"Tennessee, USA"
3CR,RT @AmraPajalic: Was privileged to be interviewed @3CR's @publishedornot program together with @wayneamarshall1. Thank you David McLean for your insightful reading of my book Things Nobody Knows But Me. https://t.co/oWGMcO1bTl #memoir #bipolar #thingsnobodyknowsbutme @transitlounge2,en,"21 Smith St, Fitzroy Australia"
AmraPajalic,Was privileged to be interviewed @3CR's @publishedornot program together with @wayneamarshall1. Thank you David McLean for your insightful reading of my book Things Nobody Knows But Me. https://t.co/oWGMcO1bTl #memoir #bipolar #thingsnobodyknowsbutme @transitlounge2,en,Melbourne
coulsonlives29,@ChrisEvans @karengillan @Marvel  #MentalHealthAwareness #mentalillness #AvengersEndgame #suicideattemptsurvivor #bipolar #Avengers #TonyStark #IronMan,en,IL
budsoasis,"RT @budsoasis1: LA Confidential is known as a very popular and successful strain which is good for: #pain, #anxiety, #ADHD, #Bipolar Disorder, loss of #appetite and #stress. check more at https://t.co/Z1cSLm5as7 https://t.co/rV3vYfe9mv",en,"Denver, CO"
DMCBrainHealth,"RT @CREST_BD: A new online program for people living with earlier stage #bipolar disorder is now welcoming participants from around the world to sign up!

Sign up/more info: https://t.co/tu6H30oghO https://t.co/7FYdV52mVM",en,"Vancouver, BC"
more_coral,"RT @CREST_BD: A new online program for people living with earlier stage #bipolar disorder is now welcoming participants from around the world to sign up!

Sign up/more info: https://t.co/tu6H30oghO https://t.co/7FYdV52mVM",en,"Vancouver, Canada"
rojeana212,"RT @for_meagan: She said, ""Mom, I just want to die""

So I started, #FightingForMeagan.

Retweet this intro video. 

We share our story to help you. 

#depression #bipolar
#TBI #ptsd #SuicideAwareness
#SuicidePrevention #suicide
#MentalHealthMatters
#mentalillness

https://t.co/5nvKpCyP0R",en,"Virginia, USA"
battlingDepres1,"I had physical therapy today and had to go because my back is messed up. I don’t have access to a car during the day. I got my 10,000 steps in and then some. Saw the physical therapist and then got 7,000 more steps in walking home. If I wasn’t #bipolar I would have",en,PNW WA
Marcianoc14,"@mayritaluzzi @Bionngi Sos un ser humano de bien, como puedo dudar de vos? #bipolar",es,Villa Hunter - Gerli
SpeakingBipolar,Just Pinned to Best of Speaking Bipolar: Are repressed memories real? Read one Bipolar survivor's story of what it was like when memories started to resurface. | #repressedmemories #bipolar https://t.co/84y3vLrguj https://t.co/RI091rLO4X,en,"Tennessee, USA"
erin_michalak,"RT @CREST_BD: A new online program for people living with earlier stage #bipolar disorder is now welcoming participants from around the world to sign up!

Sign up/more info: https://t.co/tu6H30oghO https://t.co/7FYdV52mVM",en,"Vancouver & Sunshine Coast, BC"
DustinftJary,"RT @Jaryoficial: #JaryArmy en menos de una semana logramos superar el millón de reproducciones de #Bipolar en mi canal oficial de @YouTubeMéxico, gracias por apoyarme siempre en todo momento! Vamos por los 2 millones!

https://t.co/jX88ZvwlUj",es,según Jary de Querétarock ??
jaryqueretaro,"RT @Jaryoficial: #JaryArmy en menos de una semana logramos superar el millón de reproducciones de #Bipolar en mi canal oficial de @YouTubeMéxico, gracias por apoyarme siempre en todo momento! Vamos por los 2 millones!

https://t.co/jX88ZvwlUj",es,"Querétaro, Querétaro Arteaga"
DrKat303,"RT @CREST_BD: A new online program for people living with earlier stage #bipolar disorder is now welcoming participants from around the world to sign up!

Sign up/more info: https://t.co/tu6H30oghO https://t.co/7FYdV52mVM",en,"Melbourne, Victoria"
CondiBipolar,"Hoy no puedo decir que me levante feliz, pero me levante con un airesito de escuchar #deftones es decir agradable, en la tarde me entro la ansiedad y ya ahorita en la noche me acaba de dejar de importar lo que me genero esa pequeña satisfacción matutina.. #TLP #Bipolar #ansiedad",es,Latinoamerica
Fatima156131690,"@martinciriook LAAAAKAAA!! Si hay UN SÓLO lugar avisame! Obviamente que no quiero ir gratis! Pero cuantas cuarentonas y encima #BIPOLAR posta, podes encontrar en MZA??!",es,"Mendoza, Argentina"
heloque,"RT @benitocekah: Quando leio uma frase motivacional do tipo que pede p sermos uma Fênix , imagino que quem escreve não tem a mínima ideia do que passa na cabeça de quem sofre.  É fácil pedir pra sorrir. Mas quem tá na merda não enxerga nada. #depressao #ansiedade #bipolar",pt,"na caixa do caramba, jurupinga"
BekaLombardo,#KeepTalkingMH #mentalhealth #depression #bipolar #anxiety #mentalillness #suicideprevention #MentalHealthAwarenessWeek #MentalHealthAwarenessMonth https://t.co/TRCf3kKnv5,en,www.voices-for-change.net
DavidWhinray,"RT @DavidWhinray: Living with #bipolar: 'I felt elated, super-pumped &amp; then walked onto a motorway'  https://t.co/mR5Vif87bg via @TelegraphMen #mentalhealth",en,?Pale Blue Dot?
BekaLombardo,#KeepTalkingMH #bipolar #depression #anxiety #mentalillness #mentalhealth #suicideprevention https://t.co/sJf7welK68,en,www.voices-for-change.net
BekaLombardo,"Is anyone looking for guests for their podcast? DM the details! I would love to  hear from you! Thank you! 

#KeepTalkingMH #bipolar #depression #anxiety #mentalillness #mentalhealth 
#suicideprevention #MentalHealthAwarenessWeek 
#MentalHealthAwarenessMonth",en,www.voices-for-change.net
DonnaOw51118751,"I wish I was ….  The truth is we are what we are wishing for 

#bipolardisease #bipolarusa #mentalhealthawareness #mentalhealth #bipolar #quoteoftheday #wishfulwednesday https://t.co/tUHbKRFXtp",en,"North Carolina, USA"
RebeccaLee83,RT @epshawkins: #Bipolar #bipolardisorder #mentalhealth #Mental https://t.co/JWvsfPvhpi,en,"Toronto, Ontario"
AnSeok6,"So cute!!!, Son realmente lindos!, Ahora que lo pienso actuaron demasiados serios...
Nesecitan ser extras como nosotros!!

Jjajjajaja...699
#Bipolar? https://t.co/0mAwRbP4Hd",es,Peru
Araceli40729495,"RT @Jaryoficial: #JaryArmy en menos de una semana logramos superar el millón de reproducciones de #Bipolar en mi canal oficial de @YouTubeMéxico, gracias por apoyarme siempre en todo momento! Vamos por los 2 millones!

https://t.co/jX88ZvwlUj",es,??
gough1963,"RT @for_meagan: Please can everyone nominate me. 

Seriously please nominate me. 

I can't do it myself. 

I deserve a break. I need a break. 

#LPFAMILY #MentalHealth #SickNotWeak #EndTheStigma #MentalHealthAwarenessMonth #mentalillness #bipolar #BPD #TBI
#Depression #PTSD #MakeChesterProud https://t.co/CrxbIqWBtg",en,Vancouver Island
Solasdesigns,RT @DBT_Therapy: How #Mindfulness Helps You Shed Your Masks - https://t.co/PReE4Zvt9X #mentalhealth #recovery #treatment #awareness #psychology #psychologist #therapy #therapist #dbt #cbt #bpd #borderline #bipolar #depression #anxiety #ptsd #trauma #wellness #mindfulness,en,Los Angeles
BekaLombardo,"RT @BeyondYourPast: Working through grief, living with Mental Health challenges https://t.co/gl52zXUsNx @BekaLombardo #KeeptTalkingMH #Bipolar #Podcast #Blog https://t.co/KGHFpkgDq3",en,www.voices-for-change.net
BeyondYourPast,"Working through grief, living with Mental Health challenges https://t.co/gl52zXUsNx @BekaLombardo #KeeptTalkingMH #Bipolar #Podcast #Blog https://t.co/KGHFpkgDq3",en,USA
CitFranco,"RT @Jaryoficial: #JaryArmy en menos de una semana logramos superar el millón de reproducciones de #Bipolar en mi canal oficial de @YouTubeMéxico, gracias por apoyarme siempre en todo momento! Vamos por los 2 millones!

https://t.co/jX88ZvwlUj",es,"Toluca, México"
DBT_Therapy,How #Mindfulness Helps You Shed Your Masks - https://t.co/PReE4Zvt9X #mentalhealth #recovery #treatment #awareness #psychology #psychologist #therapy #therapist #dbt #cbt #bpd #borderline #bipolar #depression #anxiety #ptsd #trauma #wellness #mindfulness,en,Los Angeles
for_meagan,"Please can everyone nominate me. 

Seriously please nominate me. 

I can't do it myself. 

I deserve a break. I need a break. 

#LPFAMILY #MentalHealth #SickNotWeak #EndTheStigma #MentalHealthAwarenessMonth #mentalillness #bipolar #BPD #TBI
#Depression #PTSD #MakeChesterProud https://t.co/CrxbIqWBtg",en,on a rollercoaster 
bipolarnana1,"RT @CalculatingMind: I had forgotten about these until fairly recently! I drew them a while ago while trying to convey the overwhelming feelings associated with #bipolardisorder, including #mania &amp; #depression! #MentalHealthAwarenessMonth #mentalhealthmonth #bipolar #art https://t.co/NoOYp8lNPC",en,"WEST COAST, USA"
cornwall_keith,RT @lightandcourage: Every 1 out of 4 people struggle with mental illness. #mentalhealth #mentalillness #anxiety #bipolar,en,London
MsChristie76,Being Bi Polar and having toxic traits yourself is hard but I’m slowly learning what they are and how to change them! #toxic #mentalhealth #bipolar https://t.co/qAREu3FBpP,en,"Hillsboro, TX"
epshawkins,#Bipolar #bipolardisorder #mentalhealth #Mental https://t.co/JWvsfPvhpi,en,"Georgia, USA"
Melsbells78,"I’ll listen to it, if you will too. #SickNotWeak #scars #insideandout #mytrauma #Survivor #MentalHealthMatters #Mentalillness #ptsd #bpd #gad #bipolar #imjustme #damaged #KeepTalkingMH https://t.co/csOhkeqYFc",en,"California, USA"
CncoJaneth,"RT @Jaryoficial: #JaryArmy en menos de una semana logramos superar el millón de reproducciones de #Bipolar en mi canal oficial de @YouTubeMéxico, gracias por apoyarme siempre en todo momento! Vamos por los 2 millones!

https://t.co/jX88ZvwlUj",es,"Miguel Hidalgo, Distrito Feder"
Redbeard_Ryan,"RT @beautifulbpmind: Check out my blog for mental health related topics?? https://t.co/uq4uf0pZJa 

 #bloggersrequired #bloggerswanted #mentalhealthbloggers #mentalhealthawareness #MentalHealthMatters #bipolar #anxiety #eatingdisorder #anorexia",en,"North Lincs ?, England"
MHIIR_14,"RT @MHIIR_14: Mental Illnesses are not that simple

#MentalHealth #mentalillness #MentalHealthAwareness #depression #MDD #SAD #PND #PPD #anxiety #AnxietyDisorder #GAD #SocialAnxiety #agoraphobia #EatingDisorder #anorexia #Bulimia #BingeEatingDisorder #OSFED #bipolar #bipolardisorder @MHIIR_14 https://t.co/lV3GgE07X7",en,Worldwide
drtatianaporto5,"And have your own take on it. Honest and inspiring stories matter.

#mentalhealthawarenessweek #bipolar #bipolardisorder https://t.co/7eVU5CEyw0",en,"Sao Paulo city, Brazil"
ForRevive,"#anxiety #depression #bipolar #PanicAttack #agoraphobia 

https://t.co/cbuI7rEn3P",en,International
science_swan,"Osvaldo Almeida, educated across three continents and now professor of #psychiatry at @uwanews, researches depression and cognitive decline in older age and is speaking on ""What happens to people with #bipolar disorder as they age"" for us next month. #meded #medtwitter #perth https://t.co/EqEe6t9tsy",en,Perth
labolena3105,"RT @FlorDelAire1966: ¡Con qué liviandad se usa el término #bipolar para bromear y burlarse y cuánta ignorancia hay sobre el tema! El trastorno bipolar lleva mucha gente a la muerte,como el cáncer, y no creo que se les ocurra bromear sobre este último. Infórmense, no sean ignorantes. 
#SoyBipolar ???",es,"Ciudad Autónoma de Buenos Aires, Argentina"
cathynoble0602,"RT @MHIIR_14: Mental Illnesses are not that simple

#MentalHealth #mentalillness #MentalHealthAwareness #depression #MDD #SAD #PND #PPD #anxiety #AnxietyDisorder #GAD #SocialAnxiety #agoraphobia #EatingDisorder #anorexia #Bulimia #BingeEatingDisorder #OSFED #bipolar #bipolardisorder @MHIIR_14 https://t.co/lV3GgE07X7",en,UK
for_meagan,"At the zoo in 2012. She's wearing a smiley face shirt and smiling

4 years later, it all changed

8 suicide attempts, 6 hospitalizations

Never know do you?

#MentalHealthAwarenessWeek
#MentalHealthAwareness #mentalillness #Depression #PTSD #TBI #bipolar #MentalHealth 
#LPFAMILY https://t.co/7EPN4uIxhu",en,on a rollercoaster 
GavinTheCop,"@RJJacobsAuthor cleared up some things about his #PsychologicalThriller #AndThenYouWereGone, his #bipolar #female #protagonist, #writing #mentors, &amp; the #DSM5. 

https://t.co/uE0zppOQ6r 

@crookedlanebks #writersbeat #amwriting #amwritingfiction #EXPERT #nanowrimo #ITUNES #advice https://t.co/2wmRQVgKKk",en,United States
ktinasays,"I live with #bipolar and #anxiety. I wrote something for #MentalHealthAwareness Month. 

Full alt-text on insta: https://t.co/7h87odkaQl https://t.co/EePPwwLiMy",en,Florida
MayraAzuaritica,"RT @Jaryoficial: #JaryArmy en menos de una semana logramos superar el millón de reproducciones de #Bipolar en mi canal oficial de @YouTubeMéxico, gracias por apoyarme siempre en todo momento! Vamos por los 2 millones!

https://t.co/jX88ZvwlUj",es-MX,"Tequila, Jalisco"
Matias_Levinson,@RoAlUb #bipolar,es,"Buenos Aires, Argentina"
EsKarenq,"RT @Jaryoficial: #JaryArmy en menos de una semana logramos superar el millón de reproducciones de #Bipolar en mi canal oficial de @YouTubeMéxico, gracias por apoyarme siempre en todo momento! Vamos por los 2 millones!

https://t.co/jX88ZvwlUj",es,"Tulancingo de Bravo, Hidalgo"
evaalejandragc,"RT @Jaryoficial: #JaryArmy en menos de una semana logramos superar el millón de reproducciones de #Bipolar en mi canal oficial de @YouTubeMéxico, gracias por apoyarme siempre en todo momento! Vamos por los 2 millones!

https://t.co/jX88ZvwlUj",es,Veracruz
Crizguadalupee,"RT @Jaryoficial: #JaryArmy en menos de una semana logramos superar el millón de reproducciones de #Bipolar en mi canal oficial de @YouTubeMéxico, gracias por apoyarme siempre en todo momento! Vamos por los 2 millones!

https://t.co/jX88ZvwlUj",es,"Torreón, Coahuila de Zaragoza"
queen3217,"RT @Jaryoficial: #JaryArmy en menos de una semana logramos superar el millón de reproducciones de #Bipolar en mi canal oficial de @YouTubeMéxico, gracias por apoyarme siempre en todo momento! Vamos por los 2 millones!

https://t.co/jX88ZvwlUj",es,México
FerRuiiz96,"RT @Jaryoficial: #JaryArmy en menos de una semana logramos superar el millón de reproducciones de #Bipolar en mi canal oficial de @YouTubeMéxico, gracias por apoyarme siempre en todo momento! Vamos por los 2 millones!

https://t.co/jX88ZvwlUj",es,"Guadalajara, Jalisco"
lunitaari_,"RT @Jaryoficial: #JaryArmy en menos de una semana logramos superar el millón de reproducciones de #Bipolar en mi canal oficial de @YouTubeMéxico, gracias por apoyarme siempre en todo momento! Vamos por los 2 millones!

https://t.co/jX88ZvwlUj",es,México
yautzivazquez,"RT @Jaryoficial: #JaryArmy en menos de una semana logramos superar el millón de reproducciones de #Bipolar en mi canal oficial de @YouTubeMéxico, gracias por apoyarme siempre en todo momento! Vamos por los 2 millones!

https://t.co/jX88ZvwlUj",es,Estado de Mexico
sunshinexerick,"RT @Jaryoficial: #JaryArmy en menos de una semana logramos superar el millón de reproducciones de #Bipolar en mi canal oficial de @YouTubeMéxico, gracias por apoyarme siempre en todo momento! Vamos por los 2 millones!

https://t.co/jX88ZvwlUj",es,"Guadalajara, Jalisco"
Jaryoficial,"#JaryArmy en menos de una semana logramos superar el millón de reproducciones de #Bipolar en mi canal oficial de @YouTubeMéxico, gracias por apoyarme siempre en todo momento! Vamos por los 2 millones!

https://t.co/jX88ZvwlUj",es,México
Kaya_Aftab,"RT @bbcasiannetwork: Is there a stigma of #bipolar in the South Asian community?

This week @mobeen_azhar is busting taboos about #mentalhealth https://t.co/AGZfekTL5e",en,England West Yorkshire
MHIIR_14,"RT @MHIIR_14: #MentalHealthAwarenessWeek May 2019

#mentalhealthawarenessweek2019 #MHAW #MHAW19 #MHAW2019 #MentalHealthWeek #MentalHealthWeek2019 #MentalHealthAwareness #UK #depression #anxiety #bipolar #Schizophrenia #BPD #DID #SchizoaffectiveDisorder #EatingDisorders #PTSD #OCD @MHIIR_14 https://t.co/qisBfwZkyx",en,Worldwide
manicdreampoet,I’ve started compiling my poetry anthology now. Edited and compiled 16/17 of my best poems from 2014-2015 in the past four hours #bipolar #poetrycommunity,fr,Eloping out of the UK ASAP
MrChisti,"RT @bbcasiannetwork: Last night @mobeen_azhar explored what it feels like to be South Asian and #bipolar

Listen to the show on @BBCSounds #mentalhealth https://t.co/ZBRLbVVGJN",en,London
BipolarMomLife,"Appreciate the opportunity to share elements of my story of living w/ #bipolar. Thank you @bonazoulay for including @ThisIsMyBrave in this important @glamourmag piece.? #StorytellingSavesLives 

https://t.co/JVDJapPp8M https://t.co/Q7HaTp9OeO",en,"Ashburn, VA"
MEastonFan11,"RT @harleygurlHOGan: He’s a man full of talent; a man of courage &amp; wisdom.  He reaches out to help others because he’s been there himself.  Now he’s ready to share his story.. w/the world!!!
Stay tuned.. book release date coming soon!! @MauriceBenard #bookrelease #storyofmylife #mentalhealth #bipolar https://t.co/jhDLAiuszY",en,Pennsylvania
PSurvivalist,"RT @marlynnweimd: My latest: Physical Exercise Can Lower, Even Prevent, Depression @Psychtoday https://t.co/5AecLrgTSa #wellness #depression #happiness #psychology #bipolar #fitness #exercise #workoutmotivation #workout #health https://t.co/R5QITyWHu8",en,"In the Woods, USA"
cookspeaktom,RT @LaughingRedhead: @gabbonesso @CassMBruno Love to y’all. Wish I’d been there. #bipolar #manicdepressive #depression,en,"Pittsburgh, Pa."
PriorityDomains,"RT @DavidWhinray: Living with #bipolar: 'I felt elated, super-pumped &amp; then walked onto a motorway'  https://t.co/mR5Vif87bg via @TelegraphMen #mentalhealth",en,Domain Name For Sale
glennaswankie,"RT @ShadowShift77: Your feelings are valid, Your illness is valid, You are valid.

#EndTheStigma #mentalhealth #MentalHealthAwarenessWeek #depression #ptsd #ocd #anxiety #schizophrenia #bipolar #bpd https://t.co/LxrIjBKHYa",en,scotland 
